subtaskID,datapointID,answer
1,100,0
1,130,0
1,240,0
1,550,0
1,620,0
1,1500,0
1,1610,0
1,1640,0
1,1670,0
1,2400,0
1,2450,0
1,2520,0
1,2610,0
1,2630,0
1,2800,0
1,3010,0
1,3170,0
1,3270,0
1,3990,0
1,4500,0
1,4800,0
1,6870,0
1,6900,0
1,7520,0
1,7620,0
1,7770,0
1,7830,0
1,7840,0
1,7940,0
1,8190,0
1,9010,0
1,9200,0
1,9500,0
1,9710,0
1,9730,0
1,9760,0
1,9980,0
1,10090,0
1,10130,0
1,10180,0
1,10680,0
1,12640,0
1,12770,0
1,12810,0
1,15000,0
1,15130,0
1,15210,0
1,16450,0
1,18040,0
1,18450,0
1,19030,0
1,20710,0
1,21690,0
1,21800,0
1,22180,0
1,22310,0
1,22380,0
1,22650,0
1,23460,0
1,24720,0
1,25808,0
1,25860,0
1,25980,0
1,31860,0
1,32450,0
1,32640,0
1,33229,0
1,33610,0
1,33990,0
1,34330,0
1,34410,0
1,34450,0
1,35140,0
1,35720,0
1,37400,0
1,38420,0
1,38740,0
1,39160,0
1,39500,0
1,40100,0
1,40420,0
1,40970,0
1,41050,0
1,41730,0
1,42140,0
1,42670,0
1,42910,0
1,42950,0
1,43600,0
1,44690,0
1,45450,0
1,45700,0
1,46000,0
1,46540,0
1,46770,0
1,47780,0
1,48190,0
1,48700,0
1,48720,0
1,50000,0
1,55000,0
1,55150,0
1,57300,0
1,58230,0
1,58560,0
1,65540,0
1,70650,0
1,73010,0
1,73210,0
1,80310,0
1,94620,0
1,96800,0
1,97110,0
1,98800,0
1,102400,0
1,105800,0
1,108500,0
1,110800,0
1,115110,0
1,115120,0
1,200170,0
1,200670,0
1,201271,0
1,203350,0
1,203650,0
1,204030,0
1,204100,0
1,204390,0
1,204450,0
1,205910,0
1,206420,0
1,206760,0
1,207170,0
1,208670,0
1,209370,0
1,209630,0
1,209670,0
1,210970,0
1,211360,0
1,211740,0
1,214170,0
1,214830,0
1,214970,0
1,215670,0
1,218680,0
1,219150,0
1,219680,0
1,221380,0
1,221540,0
1,221810,0
1,222730,0
1,224300,0
1,224940,0
1,226280,0
1,226560,0
1,227300,0
1,228320,0
1,229580,0
1,230070,0
1,232050,0
1,232790,0
1,233230,0
1,233310,0
1,234390,0
1,235820,0
1,235980,0
1,236490,0
1,236850,0
1,237350,0
1,237740,0
1,238210,0
1,238460,0
1,239350,0
1,241000,0
1,241910,0
1,242640,0
1,243780,0
1,243930,0
1,244710,0
1,244810,0
1,245280,0
1,245450,0
1,245620,0
1,247140,0
1,248510,0
1,248610,0
1,248820,0
1,248860,0
1,250320,0
1,250380,0
1,250680,0
1,250700,0
1,251130,0
1,251150,0
1,251290,0
1,251830,0
1,252310,0
1,252330,0
1,252490,0
1,252670,0
1,253230,0
1,253330,0
1,253840,0
1,254820,0
1,256460,0
1,257850,0
1,257990,0
1,258520,0
1,260550,0
1,261680,0
1,261900,0
1,262960,0
1,263860,0
1,264060,0
1,265120,0
1,266510,0
1,269650,0
1,270070,0
1,270790,0
1,274230,0
1,274310,0
1,274500,0
1,275570,0
1,275670,0
1,277630,0
1,281640,0
1,281750,0
1,282560,0
1,283290,0
1,283310,0
1,283680,0
1,285330,0
1,286750,0
1,287020,0
1,289130,0
1,289240,0
1,290790,0
1,292030,0
1,293660,0
1,294440,0
1,296550,0
1,297570,0
1,298050,0
1,299480,0
1,299950,0
1,300060,0
1,300340,0
1,301860,0
1,302710,0
1,303260,0
1,306440,0
1,306640,0
1,307590,0
1,307780,0
1,307960,0
1,308420,0
1,311260,0
1,312440,0
1,312520,0
1,312660,0
1,313160,0
1,314340,0
1,314810,0
1,315460,0
1,317370,0
1,319470,0
1,319510,0
1,321800,0
1,322330,0
1,323190,0
1,324260,0
1,327060,0
1,327410,0
1,327890,0
1,330820,0
1,331690,0
1,331760,0
1,334100,0
1,335000,0
1,336130,0
1,340000,0
1,343100,0
1,345660,0
1,346090,0
1,346110,0
1,349690,0
1,349890,0
1,350970,0
1,352550,0
1,353190,0
1,354400,0
1,354740,0
1,355310,0
1,355530,0
1,355790,0
1,357310,0
1,359630,0
1,361990,0
1,362960,0
1,363680,0
1,365770,0
1,366910,0
1,368390,0
