subtaskID,datapointID,answer
1,1,15.0
2,10001,389.3490569609782
2,10002,242.833251909478
2,10003,480.6447721124212
2,10004,250.286915789925
2,10005,339.16857243861665
2,10006,162.6729330792462
2,10007,395.75465363425207
2,10008,167.1375595348081
2,10009,324.96652548512844
2,10010,133.6739871771904
2,10011,240.62273402329077
2,10012,387.3774589588641
2,10013,155.80164278313552
2,10014,362.7653257528236
2,10015,345.97979088490314
2,10016,292.9158301833756
2,10017,390.8098310144063
2,10018,440.6187229960149
2,10019,480.2599297518276
2,10020,766.5803911770271
2,10021,402.8590499313226
2,10022,120.08939245611519
2,10023,295.5544501137986
2,10024,455.6130877013046
2,10025,483.20886911091964
2,10026,230.2167829673265
2,10027,416.844123956544
2,10028,276.5529791759241
2,10029,396.62225285742846
2,10030,429.88253063682146
2,10031,365.2470855495142
2,10032,383.2803151027024
2,10033,112.75901619398589
2,10034,370.89728052070654
2,10035,195.62381064286532
2,10036,331.8857547670959
2,10037,508.99506357083266
2,10038,347.58168572345846
2,10039,381.1647477679047
2,10040,663.5293881767024
2,10041,343.39979037544003
2,10042,354.47806609361413
2,10043,219.63908803154777
2,10044,353.9508039809722
2,10045,437.4612830183964
2,10046,281.19895755942014
2,10047,505.7194711735269
2,10048,871.0973682868974
2,10049,415.8450932208002
2,10050,200.0382222200165
2,10051,567.3448090569842
2,10052,337.99470668178145
2,10053,309.0242232539026
2,10054,509.3142585504146
2,10055,428.53561720154937
2,10056,160.2150851852051
2,10057,687.830269161949
2,10058,208.97217592208665
2,10059,545.8682638578036
2,10060,640.5776720391244
2,10061,288.1068575353057
2,10062,205.2010871341258
2,10063,248.5939466848976
2,10064,134.10626429412622
2,10065,502.09466657998
2,10066,457.01571147731545
2,10067,124.94641923923
2,10068,357.76572232155513
2,10069,248.66273173145157
2,10070,516.3871515154373
2,10071,299.15063776702414
2,10072,459.50269748081865
2,10073,411.3557852549907
2,10074,208.76686684905516
2,10075,116.02428341382864
2,10076,482.1042095204982
2,10077,363.10057004775126
2,10078,446.05651037138347
2,10079,285.9852565098688
2,10080,534.6741524674574
2,10081,603.2923886850867
2,10082,443.0696584541583
2,10083,460.1102926789401
